collection,url,description,color,sku,price,qty_info,dimensions,params
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",White,HAS2510,$6.00,sq. ft.,"10″ x 30″, 25cm x 75cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Pearl,HAS1240,$84.95,each carton,"5″ x 10″, 25cm x 50cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Pearl,HAS2540,$6.00,sq. ft.,"10″ x 30″, 25cm x 75cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Honey,HAS1280,$84.95,each carton,"5″ x 10″, 25cm x 50cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Honey,HAS2580,$6.00,sq. ft.,"10″ x 30″, 25cm x 75cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Silver,HAS1244,$84.95,each carton,"5″ x 10″, 25cm x 50cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Silver,HAS2544,$6.00,sq. ft.,"10″ x 30″, 25cm x 75cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Blue,HAS1230,$84.95,each carton,"5″ x 10″, 25cm x 50cm",Thickness:9mm
Hands,https://www.centura.ca/en/products/tile/ceramic-tiles/hands/,"The creators of Hands have perfectly combined tradition with the current tile manufacturing technologies. Centred on the value of craftsmanship, their handmade design makes all the elements of this collection original and inimitable. Hands reminds us of traditional techniques with a freshness that will illuminate your bathroom or kitchen.",Blue,HAS2530,$6.00,sq. ft.,"10″ x 30″, 25cm x 75cm",Thickness:9mm
Harmony,https://www.centura.ca/en/products/tile/mosaic-and-decor/harmony/,"Glass is the best medium for kitchen and bathroom backsplashes, and Harmony offers an elegantly balanced mix of glass finishes in a brand new mosaic design in a colour offering selected by design experts.",Black,MKG31,$20.82,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V2 Slight, Frost resistance"
Harmony,https://www.centura.ca/en/products/tile/mosaic-and-decor/harmony/,"Glass is the best medium for kitchen and bathroom backsplashes, and Harmony offers an elegantly balanced mix of glass finishes in a brand new mosaic design in a colour offering selected by design experts.",Dark Grey,MKG29,$20.82,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V2 Slight, Frost resistance"
Harmony,https://www.centura.ca/en/products/tile/mosaic-and-decor/harmony/,"Glass is the best medium for kitchen and bathroom backsplashes, and Harmony offers an elegantly balanced mix of glass finishes in a brand new mosaic design in a colour offering selected by design experts.",Dark Taupe,MKG27,$20.82,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V2 Slight, Frost resistance"
Harmony,https://www.centura.ca/en/products/tile/mosaic-and-decor/harmony/,"Glass is the best medium for kitchen and bathroom backsplashes, and Harmony offers an elegantly balanced mix of glass finishes in a brand new mosaic design in a colour offering selected by design experts.",Light Taupe,MKG30,$20.82,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V2 Slight, Frost resistance"
Harmony,https://www.centura.ca/en/products/tile/mosaic-and-decor/harmony/,"Glass is the best medium for kitchen and bathroom backsplashes, and Harmony offers an elegantly balanced mix of glass finishes in a brand new mosaic design in a colour offering selected by design experts.",White,MKG28,$24.40,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V2 Slight, Frost resistance, Suggested grout:910 - Bright White"
Harmony,https://www.centura.ca/en/products/tile/mosaic-and-decor/harmony/,"Glass is the best medium for kitchen and bathroom backsplashes, and Harmony offers an elegantly balanced mix of glass finishes in a brand new mosaic design in a colour offering selected by design experts.",White,MKG28B,$23.68,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V2 Slight, Frost resistance, Suggested grout:910 - Bright White"
Herringbone,https://www.centura.ca/en/products/tile/mosaic-and-decor/herringbone/,"These pretty herringbone wall mosaics with their small tesserae can easily be integrated into a variety of room settings. Available in four timeless colours, they will add a classic or contemporary element to the walls of your bathroom or kitchen.",Black,HEBLACK,$12.23,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Suggested grout:941 - Raven"
Herringbone,https://www.centura.ca/en/products/tile/mosaic-and-decor/herringbone/,"These pretty herringbone wall mosaics with their small tesserae can easily be integrated into a variety of room settings. Available in four timeless colours, they will add a classic or contemporary element to the walls of your bathroom or kitchen.",Black,HEBLACKG,$12.23,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Suggested grout:941 - Raven"
Herringbone,https://www.centura.ca/en/products/tile/mosaic-and-decor/herringbone/,"These pretty herringbone wall mosaics with their small tesserae can easily be integrated into a variety of room settings. Available in four timeless colours, they will add a classic or contemporary element to the walls of your bathroom or kitchen.",Brown,HEBROWNG,$11.88,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Suggested grout:973 - Warm Taupe"
Herringbone,https://www.centura.ca/en/products/tile/mosaic-and-decor/herringbone/,"These pretty herringbone wall mosaics with their small tesserae can easily be integrated into a variety of room settings. Available in four timeless colours, they will add a classic or contemporary element to the walls of your bathroom or kitchen.",Grey,HEGREYG,$11.23,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Suggested grout:949 - Silverado"
Herringbone,https://www.centura.ca/en/products/tile/mosaic-and-decor/herringbone/,"These pretty herringbone wall mosaics with their small tesserae can easily be integrated into a variety of room settings. Available in four timeless colours, they will add a classic or contemporary element to the walls of your bathroom or kitchen.",White,HEWHITE,$11.23,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Suggested grout:949 - Silverado"
Herringbone,https://www.centura.ca/en/products/tile/mosaic-and-decor/herringbone/,"These pretty herringbone wall mosaics with their small tesserae can easily be integrated into a variety of room settings. Available in four timeless colours, they will add a classic or contemporary element to the walls of your bathroom or kitchen.",White,HEWHITEG,$11.23,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Suggested grout:949 - Silverado"
Hex Vintage,https://www.centura.ca/en/products/tile/mosaic-and-decor/hex-vintage/,A sober beauty with contrasting geometries. This collection of 98% recycled hexagonal glass mosaics offers a variation of tones and patterns that will give a unique and captivating visual appeal to your spaces. It is particularly suitable for vintage decors.,Gilda,VINGIMAHEX,$23.25,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.4mm, PEI:4, Frost resistance, Suggested grout:949 - Silverado"
Hex Vintage,https://www.centura.ca/en/products/tile/mosaic-and-decor/hex-vintage/,A sober beauty with contrasting geometries. This collection of 98% recycled hexagonal glass mosaics offers a variation of tones and patterns that will give a unique and captivating visual appeal to your spaces. It is particularly suitable for vintage decors.,Onice,VINONMIMAHEX,$18.00,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.4mm, PEI:4, Frost resistance, Suggested grout:949 - Silverado"
Hex Vintage,https://www.centura.ca/en/products/tile/mosaic-and-decor/hex-vintage/,A sober beauty with contrasting geometries. This collection of 98% recycled hexagonal glass mosaics offers a variation of tones and patterns that will give a unique and captivating visual appeal to your spaces. It is particularly suitable for vintage decors.,Pauline,VINPAMAHEX,$23.25,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.4mm, PEI:4, Frost resistance, Suggested grout:934 - DeLorean Gray"
Hexagon,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon/,These three-dimensional hexagonal mosaics play with light and make the walls they cover shimmer. They are a perfect product to include in contemporary decors where a wow effect is a must!,Anthracite,HEX903D,$24.97,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.5mm, Nuance:V1 Uniform, Suggested grout:941 - Raven"
Hexagon,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon/,These three-dimensional hexagonal mosaics play with light and make the walls they cover shimmer. They are a perfect product to include in contemporary decors where a wow effect is a must!,Black,HEX358D,$24.97,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.5mm, Nuance:V1 Uniform, Suggested grout:941 - Raven"
Hexagon,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon/,These three-dimensional hexagonal mosaics play with light and make the walls they cover shimmer. They are a perfect product to include in contemporary decors where a wow effect is a must!,Dark Blue,HEX355D,$24.97,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.5mm, Nuance:V1 Uniform, Suggested grout:941 - Raven"
Hexagon,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon/,These three-dimensional hexagonal mosaics play with light and make the walls they cover shimmer. They are a perfect product to include in contemporary decors where a wow effect is a must!,Grey,HEX908D,$24.97,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.5mm, Nuance:V1 Uniform, Suggested grout:934 - DeLorean Gray"
Hexagon,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon/,These three-dimensional hexagonal mosaics play with light and make the walls they cover shimmer. They are a perfect product to include in contemporary decors where a wow effect is a must!,Sandstone,HEX905D,$24.97,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.5mm, Nuance:V1 Uniform, Suggested grout:939 - Mist"
Hexagon,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon/,These three-dimensional hexagonal mosaics play with light and make the walls they cover shimmer. They are a perfect product to include in contemporary decors where a wow effect is a must!,White,HEX350D,$24.97,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.5mm, Nuance:V1 Uniform, Suggested grout:949 - Silverado"
Hexagon,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon/,These three-dimensional hexagonal mosaics play with light and make the walls they cover shimmer. They are a perfect product to include in contemporary decors where a wow effect is a must!,White,HEX910D,$24.97,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.5mm, Nuance:V1 Uniform, Suggested grout:909 - Sterling"
Hexagon Stones,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon-stones/,"This recycled glass hexagonal mosaic collection with its white, black, and gray shades evokes the mineral origin of three types of marble. Its great natural beauty makes it possible to use it with classic or contemporary designs where harmony and freshness are a goal. It can be used on walls or floors at home or for certain commercial uses.",Carrara,HEXST2924,$14.76,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.4mm, PEI:3, Frost resistance, Suggested grout:949 - Silverado"
Hexagon Stones,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon-stones/,"This recycled glass hexagonal mosaic collection with its white, black, and gray shades evokes the mineral origin of three types of marble. Its great natural beauty makes it possible to use it with classic or contemporary designs where harmony and freshness are a goal. It can be used on walls or floors at home or for certain commercial uses.",Nero Marquina,HEXST3257,$20.59,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.4mm, PEI:3, Frost resistance, Suggested grout:929 - Charcoal gray"
Hexagon Stones,https://www.centura.ca/en/products/tile/mosaic-and-decor/hexagon-stones/,"This recycled glass hexagonal mosaic collection with its white, black, and gray shades evokes the mineral origin of three types of marble. Its great natural beauty makes it possible to use it with classic or contemporary designs where harmony and freshness are a goal. It can be used on walls or floors at home or for certain commercial uses.",Statuario,HEXST3246,$17.65,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:4.4mm, PEI:3, Frost resistance, Suggested grout:949 - Silverado"
Hexatile Brillo,https://www.centura.ca/en/products/tile/porcelain/hexatile-brillo/,"Bees use hexagons, a perfect shape, to build the rays of their hive. It’s a nature wonder! Its glossy white finish  can be matched to the walls of any room in the home, such as the kitchen or the bathroom, as well as in commercial spaces.",Blanco,HE20519N,$11.81,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:1"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Black,HE22094N,$11.25,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, Suggested grout:939 - Mist"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Grey,HE22093N,$11.25,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, Suggested grout:949 - Silverado"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Mink,HE22096,$11.25,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, Suggested grout:961 - Sandstone beige"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Sand,HE22095N,$11.25,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, Suggested grout:988 - Pearl"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",White,HE22092,$11.25,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, Suggested grout:949 - Silverado"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Garden Grey,HE22099N,$127.50,each carton,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, 35 tiles inbox / 10,74 sq.ft. in box, Suggested grout:939 - Mist"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Garden Sand,HE22098N,$127.50,each carton,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, 35 tiles in box / 10,74 pi.ca. in box, Suggested grout:961 - Sandstone beige"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Geo Grey,HE22101,$127.50,each carton,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, 35 tiles in box / 10,74 pi.ca.in box, Suggested grout:939 - Mist"
Hexatile Cement,https://www.centura.ca/en/products/tile/porcelain/hexatile-cement/,"The time is over when you have to choose between a square tile and a rectangular one. Hexagonal tiles became popular again after a long absence. The Hexatile collection is so versatile that it can meet the needs of many designers looking for elements to create a classic setting with neutral colors or a contemporary environment with a unique character. Some tiles have traditional hydraulic patterns, others offer a more modern version of these cement tiles.",Geo Sand,HE22100,$127.50,each carton,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:4, R rating:R9, 35 tiles in box / 10,74 sq.ft. in box, Suggested grout:988 - Pearl"
Hexatile Matte,https://www.centura.ca/en/products/tile/porcelain/hexatile-matte/,"The hexagonal shaped tiles were widely used to cover floors in Europe in the nineteenth century. Their interlocking mode left almost no joint and gave a very smooth, soft and fresh soil. The Hextile Matte collection is linked to this tradition of floor tiles for home. Its palette of three neutral colours and its matte finish makes it possible to create interesting patterns for the walls and floors of any room in the house or in business spaces.",Blanco,HE20339N,$11.81,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:3, R rating:R9"
Hexatile Matte,https://www.centura.ca/en/products/tile/porcelain/hexatile-matte/,"The hexagonal shaped tiles were widely used to cover floors in Europe in the nineteenth century. Their interlocking mode left almost no joint and gave a very smooth, soft and fresh soil. The Hextile Matte collection is linked to this tradition of floor tiles for home. Its palette of three neutral colours and its matte finish makes it possible to create interesting patterns for the walls and floors of any room in the house or in business spaces.",Negro,HE20338,$12.58,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:3, R rating:R9"
Hexatile Matte,https://www.centura.ca/en/products/tile/porcelain/hexatile-matte/,"The hexagonal shaped tiles were widely used to cover floors in Europe in the nineteenth century. Their interlocking mode left almost no joint and gave a very smooth, soft and fresh soil. The Hextile Matte collection is linked to this tradition of floor tiles for home. Its palette of three neutral colours and its matte finish makes it possible to create interesting patterns for the walls and floors of any room in the house or in business spaces.",Gris,HE20340N,$11.81,sq. ft.,"7″ x 8″, 16.5cm x 20cm","Thickness:8mm, Nuance:V1 Uniform, PEI:3, R rating:R9"
Hydraulic,https://www.centura.ca/en/products/tile/porcelain/hydraulic/,"The Hydraulic collection brings back to life the golden age of cement tile. It captures beautifully the hand-painted aspect of this product so popular at the beginning of the 20th century in Europe and especially in France. With its traditional and modern patterns, it combines tradition and modernity with conviction to create amazing eclectic decors for homes, stores or restaurants.
**Please note that this is a special order item, check with Inside Sales for delivery date.**",Black,HYBK12,$16.15,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:10mm, Rectified tile, R rating:R10, Frost resistance, Suggested grout:927 - Light Pewter"
Hydraulic,https://www.centura.ca/en/products/tile/porcelain/hydraulic/,"The Hydraulic collection brings back to life the golden age of cement tile. It captures beautifully the hand-painted aspect of this product so popular at the beginning of the 20th century in Europe and especially in France. With its traditional and modern patterns, it combines tradition and modernity with conviction to create amazing eclectic decors for homes, stores or restaurants.
**Please note that this is a special order item, check with Inside Sales for delivery date.**",Blue,HYBL12,$16.15,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:10mm, Rectified tile, R rating:R10, Frost resistance, Suggested grout:939 - Mist"
Hydraulic,https://www.centura.ca/en/products/tile/porcelain/hydraulic/,"The Hydraulic collection brings back to life the golden age of cement tile. It captures beautifully the hand-painted aspect of this product so popular at the beginning of the 20th century in Europe and especially in France. With its traditional and modern patterns, it combines tradition and modernity with conviction to create amazing eclectic decors for homes, stores or restaurants.
**Please note that this is a special order item, check with Inside Sales for delivery date.**",Grey,HYGR12,$16.15,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:10mm, Rectified tile, R rating:R10, Frost resistance, Suggested grout:939 - Mist"
Hydraulic,https://www.centura.ca/en/products/tile/porcelain/hydraulic/,"The Hydraulic collection brings back to life the golden age of cement tile. It captures beautifully the hand-painted aspect of this product so popular at the beginning of the 20th century in Europe and especially in France. With its traditional and modern patterns, it combines tradition and modernity with conviction to create amazing eclectic decors for homes, stores or restaurants.
**Please note that this is a special order item, check with Inside Sales for delivery date.**",Patchwork,HYPA12,$209.91,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:10mm, Rectified tile, Nuance:V4 Substantial variation, R rating:R10, Frost resistance, 13 sq.ft. / box - 27 random patterns, Suggested grout:927 - Light Pewter"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Brazilian,754472,$14.21,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V3 Moderate, PEI:3, Frost resistance, Suggested grout:941 - Raven"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Brazilian,750900,$22.06,sq. ft.,"24″ x 48″, 60cm x 120cm","Thickness:10mm, Rectified tile, Nuance:V3 Moderate, PEI:3, Frost resistance, Suggested grout:941 - Raven"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Brazilian,750901,$18.43,sq. ft.,"32″ x 32″, 80cm x 80cm","Thickness:10mm, Rectified tile, Nuance:V3 Moderate, PEI:3, Frost resistance, Suggested grout:941 - Raven"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,754468,$11.85,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,754469,$14.21,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,753298,$11.69,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,750714,$15.48,sq. ft.,"24″ x 48″, 60cm x 120cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,750715,$18.43,sq. ft.,"32″ x 32″, 80cm x 80cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,750719,$14.25,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,753296,$12.43,sq. ft.,"24″ x 48″, 60cm x 120cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Calacatta Gold,753297,$15.50,sq. ft.,"32″ x 32″, 80cm x 80cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Marquina,754470,$11.85,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:3, Frost resistance, Suggested grout:941 - Raven"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Marquina,754471R,$11.11,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:3, Frost resistance, Suggested grout:941 - Raven"
I Classici,https://www.centura.ca/en/products/tile/porcelain/i-classici/,"I Classici conveys a strong aesthetic character to create architectural areas, using an approach which is personal and free of pre-defined constraints, designing authentic settings, fully in tune with our personal concepts of living.",Marquina,750876,$15.48,sq. ft.,"24″ x 48″, 60cm x 120cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:941 - Raven"
